,Kingdom,Phylum,Class,Order,Family,Genus,Species
3977,Bacteria,NA,NA,NA,NA,NA,NA
3978,Bacteria,NA,NA,NA,NA,NA,NA
3979,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
3980,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA,NA
3981,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
3982,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus,NA
3983,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA
3984,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage,NA
3985,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
3986,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
3987,Eukaryota,NA,NA,NA,NA,NA,NA
3988,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
3989,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA,NA
3990,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,myxolifaciens
3991,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,NA
3992,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA
3993,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,NA
3994,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Psychrobium,NA
3995,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA,NA
3996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,NA,NA
3997,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira,NA
3998,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
3999,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,NA,NA,NA,NA
4000,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,NA,NA,NA
4001,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
4002,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Sva1033,NA,NA
4003,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,NA
4004,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
4005,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
4006,Bacteria,Acidobacteria,NA,NA,NA,NA,NA
4007,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
4008,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4009,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,NA,NA
4010,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,flavimaris
4011,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4012,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
4013,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Pleurocapsa_PCC-7319,NA
4014,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,invisus
4015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA
4016,NA,NA,NA,NA,NA,NA,NA
4017,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
4018,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,NA
4019,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Myxosarcina_GI1,NA
4020,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,NA
4021,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
4022,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA,NA
4023,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA,NA
4024,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
4025,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
4026,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
4027,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
4028,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
4029,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
4030,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,NA
4031,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
4032,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
4033,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
4034,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Luteivirga,sdotyamensis
4035,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,NA,NA,NA
4036,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Cyanobacterium_CLg1,NA
4037,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA,NA
4038,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA,NA
4039,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
4040,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,NA
4041,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,metallidurans
4042,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA
4043,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA
4044,NA,NA,NA,NA,NA,NA,NA
4045,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
4046,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
4047,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,NA
4048,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,NA
4049,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
4050,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
4051,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA,NA
4052,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,NA
4053,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
4054,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA,NA
4055,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
4056,Bacteria,NA,NA,NA,NA,NA,NA
4057,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
4058,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula,NA
4059,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA,NA
4060,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
4061,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
4062,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA
4063,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
4064,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Chroococcidiopsis_PCC-6712,NA
4065,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
4066,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
4067,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
4068,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4069,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
4070,NA,NA,NA,NA,NA,NA,NA
4071,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,NA
4072,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Vogesella,perlucida
4073,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea,NA
4074,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
4075,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4076,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
4077,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
4078,Bacteria,Chloroflexi,Ktedonobacteria,MVP-21,NA,NA,NA
4079,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
4080,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA,NA
4081,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
4082,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4083,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA,NA,NA
4084,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
4085,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,4572-13,NA,NA
4086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
4087,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,JdFR-76,NA
4088,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Aestuariispira,NA
4089,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Blastocatella,NA
4090,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,NA
4091,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
4092,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea,NA
4093,Eukaryota,Phragmoplastophyta,Embryophyta,Lamiales,Lamiales_fa,NA,NA
4094,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
4095,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA
4096,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
4097,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,NA
4098,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4099,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,NA
4100,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
4101,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
4102,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,NA
4103,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,NA,NA
4104,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA,NA
4105,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
4106,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
4107,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,acetatigenes
4108,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
4109,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,NA,NA,NA
4110,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,NA,NA,NA
4111,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
4113,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Myxosarcina_GI1,NA
4114,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,NA
4115,Bacteria,NA,NA,NA,NA,NA,NA
4116,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4117,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
4118,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,NA
4119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA
4120,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,NA
4121,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
4122,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,NA
4123,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA,NA
4124,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4125,Bacteria,NA,NA,NA,NA,NA,NA
4126,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,NA
4127,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
4128,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
4129,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
4130,Bacteria,NA,NA,NA,NA,NA,NA
4131,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4132,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,NA
4133,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4134,Bacteria,Planctomycetes,BD7-11,NA,NA,NA,NA
4135,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flexithrix,NA
4136,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
4137,Bacteria,Acidobacteria,Subgroup_21,NA,NA,NA,NA
4138,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,NA,NA,NA
4139,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
4140,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,NA
4141,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA,NA
4142,NA,NA,NA,NA,NA,NA,NA
4143,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
4144,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
4145,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA,NA
4146,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
4147,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA,NA
4148,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,NA
4149,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
4150,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,NA
4151,NA,NA,NA,NA,NA,NA,NA
4152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
4153,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA,NA
4154,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
4155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,NA
4156,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
4157,Bacteria,Elusimicrobia,Elusimicrobia,Lineage_IV,NA,NA,NA
4158,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4159,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015,NA
4160,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,4572-13,NA,NA
4161,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
4162,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
4163,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
4164,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flexithrix,NA
4165,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas,NA
4166,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,NA,NA,NA
4167,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4168,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4169,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
4170,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4171,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,NA
4172,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
4173,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4174,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4175,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA
4176,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
4177,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA,NA
4178,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
4179,Bacteria,Latescibacteria,NA,NA,NA,NA,NA
4180,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,arsenica
4181,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA,NA
4182,Bacteria,Planctomycetes,OM190,NA,NA,NA,NA
4183,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4184,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
4185,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
4186,Bacteria,NA,NA,NA,NA,NA,NA
4187,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Pyrinomonadales,Pyrinomonadaceae,Pyrinomonas,NA
4188,Bacteria,NA,NA,NA,NA,NA,NA
4189,Bacteria,Planctomycetes,NA,NA,NA,NA,NA
4190,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
4191,Bacteria,Kiritimatiellaeota,Kiritimatiellae,NA,NA,NA,NA
4192,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4193,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4194,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4195,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
4196,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,NA
4197,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans,NA
4198,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
4199,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA,NA
4200,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus,NA
4201,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
4202,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
4203,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4204,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Pleurocapsa_PCC-7319,NA
4205,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
4206,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
4207,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
4208,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,NA
4209,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,NA
4210,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,NA
4211,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
4212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Anderseniella,NA
4213,Bacteria,Planctomycetes,BD7-11,NA,NA,NA,NA
4214,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
4215,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,TG3,NA,NA
4216,Archaea,NA,NA,NA,NA,NA,NA
4217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius,NA
4218,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4219,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
4220,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4221,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4222,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
4223,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
4224,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
4225,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
4226,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
4227,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA,NA
4228,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
4229,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Myxosarcina_GI1,NA
4230,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
4231,NA,NA,NA,NA,NA,NA,NA
4232,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA,NA
4233,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,NA
4234,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis_SAG_2023,NA
4235,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA
4236,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
4237,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,NA
4238,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
4239,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
4240,Bacteria,LCP-89,NA,NA,NA,NA,NA
4241,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
4242,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA,NA
4243,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
4244,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
4245,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA,NA
4246,NA,NA,NA,NA,NA,NA,NA
4247,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,FS142-36B-02,NA
4248,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
4249,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
4250,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4251,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21,NA
4252,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
4253,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613,NA
4254,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
4255,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
4256,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,NA
4257,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
4258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA
